idstatementnav,Fund_full_Name,Date,StatementOfNav,Investments,ListedSecurities,RegisteredEquities,IpoInvestment,GovernmentBonds,CorporateDebentures,OtherGovernmentSecurities,BankFixedDeposits,OtherInvestments,CurrentAssets,BankBalance,OtherCurrentAssets,CurrentLiabilities,NetAssetValueGross,FundManagementAndDepositoryFee1,FundSupervisorFee1,NetAssetValue,UnitsOutstanding,NavPerUnit,IncomeStatement,Income,RealisedIncome,UnrealisedIncome,Expenses,PreoperatingExpenses,NoticePublicationFee,AuditFee,FundManagementAndDepositaryFee2,FundSupervisorFee2,OtherExpenses,NetIncome,Ticker
378,Citizens Mutual Fund 1,10/17/2018,0,467481.68,268628.98,88852.7,0,0,30000,0,80000,0,401058.549,400478.867,579.682,1879.786,866660.443,4178.631,195,862286.812,82000,10.5157,0,29076.773,14326.474,14750.299,4510.384,0,70.154,21.594,4178.631,195,45.005,24566.389,CMF1
382,NIC Asia Growth Fund,10/17/2018,0,505698.774,354777.243,37962.584,0,0,0,29458.947,83500,0,361151.591,353229.541,7922.05,4267.596,862582.769,1648.36,73.26,860861.149,83520,10.3072,0,16832.493,14579.388,2253.105,5391.758,0,44.749,25.482,4930.614,219.138,171.775,11440.735,NICGF
385,Siddhartha Equity Fund,10/17/2018,0,698640.758,391792.445,100805.324,0,56042.989,0,0,150000,0,883138.713,877128.932,6009.781,1565.143,1580214.328,8949.814,371.378,1570893.136,150000,10.4726,0,53113.072,35764.039,17349.033,9602.727,0,59.942,21.593,8949.814,371.378,200,43510.345,SEF
386,Sanima Equity Fund,10/17/2018,0,660324.906,385124.345,15200.561,0,0,0,0,260000,0,697778.365,694983.107,2795.258,5521.597,1352581.674,2584.728,172.315,1349824.631,130000,10.3833,0,38632.579,28402.665,10229.914,8522.776,0,43.016,28.25,7716.534,514.436,220.54,30109.803,SAEF
390,Siddhartha Equity Fund,11/16/2018,0,715294.624,504006.078,5245.557,0,56042.989,0,0,150000,0,870300.931,854511.104,15789.827,5249.89,1580345.665,11855.133,497.536,1567992.996,150000,10.4533,0,53264.545,36991.213,16273.332,12654.339,0,73.111,28.559,11855.133,497.536,200,40610.206,SEF
393,Sanima Equity Fund,11/16/2018,0,683653.171,404487.846,19165.325,0,0,0,0,260000,0,669394.919,650335.553,19059.366,8301.238,1344746.852,2486.861,165.791,1342094.2,130000,10.3238,0,33576.395,31493.814,2082.581,11197.022,0,54.914,37.667,10203.395,680.226,220.82,22379.373,SAEF
394,NIC Asia Growth Fund,11/16/2018,0,533412.668,392303.685,28150.036,0,0,0,29458.947,83500,0,334699.659,322960.804,11738.855,7208.821,860903.506,1592.082,70.759,859240.665,83520,10.2878,0,16894.077,17212.876,-318.799,7073.826,0,55.055,33.702,6522.696,289.898,172.475,9820.251,NICGF
399,Citizens Mutual Fund 1,11/16/2018,0,511258.884,401258.884,0,0,0,30000,0,80000,0,358358.958,327700,30658.958,11820.143,857797.699,5526.575,247.5,852023.624,82000,10.3905,0,20244.737,11850.483,8394.254,5941.538,0,79.836,28.56,5526.575,247.5,59.067,14303.199,CMF1
401,Siddhartha Equity Fund,12/15/2018,0,857335.775,645945.592,5347.194,0,56042.989,0,0,150000,0,714009.683,694890.056,19119.627,52.765,1571292.693,14642.005,624.608,1556026.08,150000,10.3735,0,44229.536,37420.09,6809.446,15586.248,0,84.342,35.293,14642.005,624.608,200,28643.288,SEF
407,Sanima Equity Fund,12/15/2018,0,689411.397,422831.992,6579.405,0,0,0,0,260000,0,650802.914,635600.392,15202.522,11648.992,1328565.319,2375.038,158.336,1326031.945,130000,10.2002,0,20068.957,31936.823,-11867.866,13751.84,0,66.812,47.083,12578.433,838.562,220.95,6317.117,SAEF
408,NIC Asia Growth Fund,12/15/2018,0,563541.143,423519.68,27062.516,0,0,0,29458.947,83500,0,288617.688,285556.97,3060.718,7369.444,844789.387,1510.203,67.12,843212.064,83520,10.0959,0,2461.662,19832.882,-17371.22,8670.015,0,65.361,41.374,8032.902,357.018,173.36,-6208.353,NICGF
412,Citizens Mutual Fund 1,12/15/2018,0,592235.419,474292.919,7942.5,0,0,30000,0,80000,0,262509.765,229041.722,33468.043,11036.707,843708.477,6829.589,300,836578.888,82000,10.2022,0,6185.732,11922.274,-5736.542,7327.266,0,89.748,35.293,6829.589,300,72.636,-1141.534,CMF1
417,Siddhartha Equity Fund,1/14/2019,0,845482.925,612353.344,27086.592,0,56042.989,0,0,150000,0,784640.103,760368.517,24271.586,18262.183,1611860.845,0,0,1611860.845,150000,10.7457,0,103019.696,71200.774,31818.922,18541.641,0,97.487,42.258,17595.833,606.063,200,84478.055,SEF
423,NIC Asia Growth Fund,1/14/2019,0,640897.102,507123.126,20815.029,0,0,0,29458.947,83500,0,248108.521,222540.71,25567.811,11589.499,877416.124,1600.473,71.132,875744.519,83520,10.4854,0,36688.278,25679.971,11008.307,10364.173,0,75.667,49.866,9633.375,428.15,177.115,26324.105,NICGF
424,Sanima Equity Fund,1/14/2019,0,585306.423,433035.303,22271.12,0,0,0,0,130000,0,810388.029,760734.457,49653.572,17066.744,1378627.708,2549.517,169.968,1375908.223,130000,10.5839,0,72644.891,54135.412,18509.479,16451.495,0,78.405,56.5,15088.533,1005.902,222.155,56193.396,SAEF
425,Citizens Mutual Fund 1,1/14/2019,0,659082.543,549082.543,0,0,0,30000,0,80000,0,223484.399,162771.324,60713.075,4100.632,878466.31,8177.534,352.5,869936.276,82000,10.609,0,40976.179,19591.606,21384.573,8760.326,0,101.344,41.562,8177.535,352.5,87.385,32215.853,CMF1
426,Sanima Equity Fund,2/12/2019,0,655903.183,503731.204,22171.979,0,0,0,0,130000,0,727988.072,693600.561,34387.511,12767.229,1371124.026,2451.119,163.408,1368509.499,130000,10.527,0,83415.081,69839.788,13575.293,32430.373,0,91.218,65.917,30047.516,2003.168,222.554,50984.708,SAEF
428,Siddhartha Equity Fund,2/12/2019,0,854777.34,623853.804,24880.547,0,56042.989,0,0,150000,0,741456.187,719768.193,21687.994,70.023,1596163.504,2853.415,126.556,1593183.533,150000,10.6212,0,87343.927,83625.944,3717.983,21543.185,0,112.325,48.992,20449.249,732.619,200,65800.742,SEF
431,NIC Asia Growth Fund,2/12/2019,0,633536.134,496320.72,24256.467,0,0,0,29458.947,83500,0,234020.272,232448.707,1571.565,803.555,866752.851,1549.469,68.865,865134.517,83520,10.3584,0,27715.372,46640.546,-18925.174,12001.269,0,85.973,57.812,11182.844,497.015,177.625,15714.103,NICGF
438,Citizens Mutual Fund 1,2/12/2019,0,721614.864,561614.86,50000,0,0,30000,0,80000,0,147408.623,142724.865,4683.758,15953.512,853069.975,1303.013,40,851726.962,82000,10.3869,0,24135.656,24533.923,-398.267,10129.121,0,104.486,50.456,9480.548,392.5,101.131,14006.535,CMF1
444,Siddhartha Equity Fund,3/14/2019,0,897929.887,647354.257,44532.641,0,56042.989,0,0,150000,0,717770.312,705767.816,12002.496,86.321,1615613.878,5835.683,252.785,1609525.41,150000,10.7302,0,107504.461,86610.75,20893.711,25361.841,0,124.175,55.958,23431.517,858.848,891.343,82142.62,SEF
445,Sanima Equity Fund,3/14/2019,0,702279.603,540713.361,31566.242,0,0,0,0,130000,0,689056.465,676051.558,13004.907,2709.797,1388626.271,2568.007,171.201,1385887.063,130000,10.6607,0,87883.058,71038.855,16844.203,21710.821,0,102.811,75.333,19978.109,1331.874,222.694,66172.237,SAEF
446,NIC Asia Growth Fund,3/14/2019,0,643387.212,506107.568,24320.697,0,0,0,29458.947,83500,0,237372.696,234501.935,2870.761,2388.227,878371.681,1624.386,72.195,876675.1,83520,10.4966,0,40971.133,49063.618,-8092.485,13716.447,0,96.279,66.032,12807.231,569.21,177.695,27254.686,NICGF
450,Citizens Mutual Fund 1,3/14/2019,0,759473.25,592765.55,6707.7,0,0,80000,0,80000,0,119570.422,110873.88,8696.542,4731.161,874312.511,2650.959,40,871621.552,82000,10.6295,0,45399.14,26670.027,18729.113,11498.015,0,104.486,57.422,10828.493,392.5,115.114,33901.125,CMF1
455,Siddhartha Equity Fund,4/13/2019,0,908572.43,690150.833,12378.608,0,56042.989,0,0,150000,0,729954.971,720034.183,9920.788,93.441,1638433.96,8854.404,379.052,1629200.504,150000,10.8613,0,130343.678,105019.338,25324.34,28525.964,0,136.345,62.923,26450.238,985.115,891.343,101817.714,SEF
459,Sanima Equity Fund,4/13/2019,0,798304.43,586744.475,31559.955,0,0,50000,0,130000,0,627044.269,618194.946,8849.323,11259.299,1414089.4,2615.097,174.34,1411299.963,130000,10.8562,0,116106.954,85572.579,30534.375,24521.818,0,114.404,84.75,22593.206,1506.214,223.244,91585.136,SAEF
463,Citizens Mutual Fund 1,4/13/2019,0,782335.106,608392.11,13943,0,0,80000,0,80000,0,110885.389,97885.043,13000.346,5273.534,887946.961,3998.904,170,883778.057,82000,10.7799,0,59079.207,33780.873,25298.334,13021.575,0,128.331,65.084,12176.439,522.5,129.221,46057.632,CMF1
464,NIC Asia Growth Fund,4/13/2019,0,669485.227,529087.09,27439.19,0,0,0,29458.947,83500,0,230613.681,228706.404,1907.277,3884.304,896214.604,1657.383,73.661,894483.56,83520,10.7098,0,60530.158,53779.176,6750.982,15467.012,0,106.585,74.252,14464.613,642.872,178.69,45063.146,NICGF
465,Sanima Equity Fund,5/14/2019,0,838927.504,626452.229,32475.275,0,0,50000,0,130000,0,653537.014,642067.86,11469.154,15041.807,1477422.711,2823.294,188.22,1474411.197,130000,11.3416,0,182251.587,105982.426,76269.161,27555.216,0,125.997,94.167,25416.5,1694.433,224.119,154696.371,SAEF
466,Citizens Mutual Fund 1,5/14/2019,0,768075.297,595001.9,13073.4,0,0,80000,0,80000,0,190146.086,139166.427,50979.659,3884.115,954337.268,5391.781,235,948710.487,82000,11.5696,0,125503.544,43335.465,82168.079,14513.482,0,140.26,72.282,13569.315,587.5,144.125,110990.062,CMF1
468,Siddhartha Equity Fund,5/14/2019,0,995736.941,775510.689,11683.263,0,58542.989,0,0,150000,0,762072.959,742159.49,19913.469,46128.642,1711681.258,12107.712,505.802,1699067.744,150000,11.3271,0,203610.015,118654.054,84955.961,31925.061,0,148.185,70.121,29703.546,1111.866,891.343,171684.954,SEF
477,NIC Asia Growth Fund,5/14/2019,0,691484.107,553922.872,24602.288,0,0,0,29458.947,83500,0,264842.848,260335.011,4507.837,6533.949,949793.006,1815.015,80.667,947897.324,83520,11.3493,0,115859.134,68133.336,47725.798,17382.225,0,116.891,82.746,16279.629,723.539,179.42,98476.909,NICGF
478,Sanima Equity Fund,6/15/2019,0,944531.584,731442.434,33089.15,0,0,50000,0,130000,0,521496.358,510450.72,11045.638,13597.19,1452430.752,2865.069,191.005,1449374.678,130000,11.149,0,160292.79,110805.755,49487.035,30632.939,0,137.59,103.583,28281.569,1885.438,224.759,129659.851,SAEF
480,Siddhartha Equity Fund,6/15/2019,0,1117196.32,876042.86,31610.471,0,59542.989,0,0,150000,0,603411.037,589540.904,13870.133,13583.867,1707023.49,15450.11,631.987,1690941.393,150000,11.2729,0,199064.826,130029.071,69035.755,35506.223,0,160.11,77.551,33045.944,1238.05,984.568,163558.603,SEF
488,NIC Asia Growth Fund,6/15/2019,0,669035.121,523744.099,32332.075,0,0,0,29458.947,83500,0,271569.595,269814.005,1755.59,7528.294,933076.422,1840.589,81.804,931154.029,83520,11.1489,0,101047.371,74976.792,26070.579,19313.757,0,116.891,91.514,18120.219,805.343,179.79,81733.614,NICGF
490,Citizens Mutual Fund 1,6/15/2019,0,761095.363,565477.46,35617.9,0,0,80000,0,80000,0,181988.885,170581.239,11407.646,6166.027,936918.221,6829.589,287.5,929801.132,82000,11.339,0,108107.441,45528.607,62578.834,16026.733,0,140.26,79.712,15007.123,640,159.638,92080.708,CMF1
494,Siddhartha Equity Fund,7/16/2019,0,1208018.393,970636.883,31881.51,0,55500,0,0,150000,0,518472.96,475742.374,42730.586,40155.724,1686335.629,0,0,1686335.629,150000,11.2422,0,197751.495,154797.969,42953.526,38798.655,0,180.005,84.75,36183.79,1365.542,984.568,158952.84,SEF
496,Sanima Equity Fund,7/16/2019,0,1011366.908,807635.199,23731.709,0,0,50000,0,130000,0,443425.229,441383.244,2041.985,18135.4,1436656.737,2745.392,183.026,1433728.319,130000,11.0287,0,147596.568,128089.95,19506.618,33583.077,0,149.183,113,31026.961,2068.464,225.469,114013.491,SAEF
497,NIC Asia Growth Fund,7/16/2019,0,628328.782,504884.489,22595.352,0,0,0,17348.941,83500,0,316643.193,298248.648,18394.545,9477.494,935494.481,1787.691,79.453,933627.337,83520,11.1785,0,113159.411,91817.722,21341.689,21231.374,0,156.62,100,19909.043,884.846,180.865,91928.037,NICGF
503,Citizens Mutual Fund 1,7/16/2019,0,834544.076,589177.076,80367,0,0,85000,0,80000,0,109718.396,102221.386,7497.01,4250.17,940012.302,9296.666,340,930375.636,82000,11.346,0,111220.579,50617.95,60602.629,18565.369,0,159.567,84.75,17474.2,692.5,154.352,92655.21,CMF1
504,NIBL Sahabhagita Fund,7/16/2019,0,23226.625,17829.41,397.215,0,0,0,0,5000,0,179224.543,179224.543,0,3231.754,199219.414,72.028,13.096,199134.29,20000,9.9567,0,656.501,286.638,369.863,1522.211,0,1324.087,113,72.028,13.096,0,-865.71,NIBLSF
505,Nabil Balance Fund -2,7/16/2019,0,431325.234,152160.474,137164.76,0,0,30000,0,112000,0,701130.096,690778.7,10351.396,7957.466,1124497.864,0,0,1124497.864,112000,10.0402,1,8297.273,9521.797,-1224.524,3799.408,0,0,113,2898.618,724.655,63.135,4497.865,NBF2
537,Citizens Mutual Fund 2,7/16/2019,0,20000,0,0,0,20000,0,0,0,0,541811.054,541810.109,0.945,5633.966,556177.088,380.876,0,555796.212,56000,9.9249,0,1207.082,1206.137,0.945,5410.87,4779.934,0.2,84.75,380.876,0,165.11,-4203.788,CMF2
506,Sanima Equity Fund,8/17/2019,0,1022484.31,823254.767,19229.543,0,0,50000,0,130000,0,405271.966,400721.557,4550.409,5300.98,1422455.296,2805.939,187.063,1419462.294,130000,10.9189,0,-11173.965,1446.274,-12620.239,3184.227,0,11.593,9.417,2805.939,187.063,170.215,-14358.192,SAEF
507,NIC Asia Growth Fund,8/17/2019,0,642267.756,530994.526,10424.289,0,0,0,17348.941,83500,0,287789.583,267279.341,20510.242,620.033,929437.306,1833.41,81.485,927522.411,83520,11.1054,0,9931.937,3320.094,6611.843,1921.76,0,0,6.575,1833.41,81.485,0.29,8010.177,NICGF
508,Siddhartha Equity Fund,8/17/2019,0,1257997.057,1025915.447,26581.61,0,55500,0,0,150000,0,411230.556,407714.486,3516.07,1583.358,1667644.255,3289.599,193.43,1664161.226,150000,11.0944,0,-18466.804,1585.872,-20052.676,3707.599,0,31.802,7.43,3289.599,228.768,150,-22174.403,SEF
518,Citizens Mutual Fund 1,8/17/2019,0,830348.259,588158.92,75637.928,0,0,84111.482,0,82439.929,0,121320.812,115892.749,5428.063,2913.836,948755.235,8455.856,4.384,940294.995,82000,11.467,0,4146.299,-540.273,4686.572,1525.499,0,0.1,7.43,1437.808,65,15.161,2620.8,CMF1
533,NIBL Sahabhagita Fund,8/17/2019,0,54844.289,34203.624,640.665,0,0,0,0,20000,0,145138.72,143283.944,1854.776,557.3,199425.709,288.484,52.452,199084.773,20000,9.9542,0,827.139,960.813,-133.674,506.793,0,155.95,9.907,288.484,52.452,0,320.346,NIBLSF
536,Citizens Mutual Fund 2,8/17/2019,0,370061.97,330061.97,0,0,40000,0,0,0,0,187532.025,180432.386,7099.639,8867.188,548726.807,1286.619,321.655,547118.533,56000,9.77,0,-7911.684,159.921,-8071.605,1254.214,0,4.197,7.43,1227.397,0,15.19,-9165.898,CMF2
519,Siddhartha Equity Fund,9/17/2019,0,1215791.272,994798.77,14492.502,0,56500,0,0,150000,0,243452.61,238101.297,5351.313,126.92,1459116.962,6071.256,336.645,1452709.061,150000,9.6847,0,-61922.949,3347.384,-65270.333,6703.62,0,45.753,14.628,6071.256,371.983,200,-68626.569,SEF
520,Siddhartha Investment Growth Scheme-2,9/17/2019,0,590382.951,439806.79,814.799,0,29761.362,0,0,120000,0,591624.338,589431.94,2192.398,26.595,1181980.694,1602.96,66.785,1180310.949,120000,9.8359,0,-13381.251,417.123,-13798.374,6307.796,3203.283,64.014,5.754,1602.96,66.785,1365,-19689.047,SIGS2
526,Sanima Equity Fund,9/17/2019,0,995286.89,794605.464,20681.426,0,0,50000,0,130000,0,275667.733,267299.612,8368.121,23123.843,1247830.78,2384.553,158.97,1245287.257,130000,9.5791,0,-52784.345,1445.984,-54230.329,5748.885,0,23.186,18.833,5190.493,346.033,170.34,-58533.23,SAEF
527,NIC Asia Growth Fund,9/17/2019,0,647240.642,518127.517,8264.184,0,0,0,37348.941,83500,0,164329.322,163523.6,805.722,2545.903,809024.061,1546.011,68.712,807409.338,83520,9.6673,0,-28551.821,5749.861,-34301.682,3558.187,0,10.992,17.261,3379.422,150.197,0.315,-32110.008,NICGF
528,Nabil Balance Fund -2,9/17/2019,0,497361.211,245864.3,27525.911,0,30000,116171,0,77800,0,625477.974,606547.204,18930.77,7448.335,1115390.85,2368.296,101.918,1112920.636,112000,9.9368,0,-6371.427,11653.837,-18025.264,5205.8,0,12.713,19.558,4829.746,207.123,136.66,-11577.227,NBF2
532,Citizens Mutual Fund 1,9/17/2019,0,784822.1,702150.571,231.6,0,0,82439.929,0,0,0,143435.773,126787.145,16648.628,6460.781,921797.092,2830.685,117.5,918848.907,82000,11.2055,0,-15801.031,21735.094,-37536.125,3024.27,0,31.05,14.628,2830.685,117.5,30.407,-18825.301,CMF1
534,NIBL Sahabhagita Fund,9/17/2019,0,57889.122,37645.672,243.45,0,0,0,0,20000,0,140731.702,138521.259,2210.443,385.067,198235.757,565.808,102.875,197567.074,20000,9.8784,0,-711.538,2063.753,-2775.291,855.677,0,167.49,19.504,565.808,102.875,0,-1567.215,NIBLSF
535,Citizens Mutual Fund 2,9/17/2019,0,360101.696,310101.696,10000,0,0,40000,0,0,0,169753.527,166542.094,3211.433,477.67,529377.553,1928.58,482.145,526966.828,56000,9.4101,0,-26580.09,3869.891,-30449.981,2737.513,264.871,11.708,14.628,2416.439,0,29.867,-29317.603,CMF2
543,NIC Asia Balanced Fund,9/17/2019,0,140419.58,42613.58,0,0,62806,0,0,35000,0,627280.401,621970.804,5309.597,12176.508,755523.473,1034.964,41.399,754447.11,75500,9.9927,0,982.292,1168.562,-186.27,1535.183,448.554,0,9.091,1034.964,41.399,1.175,-552.891,NICBF
572,NMB 50,9/17/2019,0,50518.502,10518.502,0,0,40000,0,0,0,0,1201870.769,1199511.507,2359.262,4375.81,1248013.461,1429.231,64.965,1246519.265,125000,9.9722,0,2300.441,2358.962,-58.521,5796.583,4266.779,0,15.409,1429.231,64.965,20.199,-3496.142,NMB50
539,Siddhartha Investment Growth Scheme-2,10/17/2019,0,613135.687,457529.29,5845.035,0,29761.362,0,0,120000,0,572508.851,570988.619,1520.232,34.604,1185609.934,3792.438,160.886,1181656.61,120000,9.8471,0,-9731.487,8128.658,-17860.145,8611.901,3203.283,76.693,13.601,3792.438,160.886,1365,-18343.388,SIGS2
541,Siddhartha Equity Fund,10/17/2019,0,1212691.475,990771.642,15419.833,0,56500,0,0,150000,0,251931.161,248580.094,3351.067,35.505,1464587.131,8767.889,452.544,1455366.698,150000,9.7024,0,-56434.025,14423.917,-70857.942,9534.906,0,57.543,21.593,8767.889,487.881,200,-65968.931,SEF
542,NIC Asia Growth Fund,10/17/2019,0,643663.684,511679.182,11135.561,0,0,0,37348.941,83500,0,167621.599,165538.659,2082.94,4168.27,807117.013,1492.613,66.338,805558.062,83520,9.6451,0,-25642.438,8484.399,-34126.837,5286.261,0,21.84,25.48,4872.036,216.535,150.37,-30928.699,NICGF
544,NIC Asia Balanced Fund,10/17/2019,0,179401.889,78595.889,0,0,62806,0,0,38000,0,583867.875,579049.577,4818.298,3785.359,759484.405,1560.585,62.423,757861.397,75500,10.0379,0,6484.333,6911.145,-426.812,3622.935,897.107,7.051,18.182,2595.548,103.822,1.225,2861.398,NICBF
548,NIBL Sahabhagita Fund,10/17/2019,0,66399.058,46155.608,243.45,0,0,0,0,20000,0,135374.759,134939.51,435.249,2268.704,199505.113,835.463,151.903,198517.747,20007.1,9.9224,0,545.398,3136.602,-2591.204,1232.371,0,216.213,28.792,835.463,151.903,0,-686.973,NIBLSF
552,Sanima Equity Fund,10/17/2019,0,961221.019,758766.003,22455.016,0,0,50000,0,130000,0,309502.748,307536.021,1966.727,21392.891,1249330.876,2310.406,154.027,1246866.443,130000,9.5913,0,-48728.115,16516.536,-65244.651,8283.728,0,34.169,28.25,7500.899,500.06,220.35,-57011.843,SAEF
553,Citizens Mutual Fund 1,10/17/2019,0,775141.55,692470.021,231.6,0,0,82439.929,0,0,0,81370.579,76500.936,4869.643,81.212,856430.917,4178.631,182.5,852069.786,82000,10.3911,0,-23743.23,27043.253,-50786.483,4461.193,0,33.613,21.594,4178.631,182.5,44.855,-28204.423,CMF1
554,Nabil Balance Fund -2,10/17/2019,0,527235.458,274038.056,29226.402,0,30000,116171,0,77800,0,598896.607,584320.584,14576.023,8362.924,1117769.141,2296.786,98.63,1115373.725,112000,9.9587,0,-1440.406,17203.219,-18643.625,7683.733,0,20.849,28.871,7126.532,305.753,201.728,-9124.139,NBF2
555,Citizens Mutual Fund 2,10/17/2019,0,409568.762,309568.762,60000,0,0,40000,0,0,0,119239.98,116169.96,3070.02,492.125,528316.617,3292.917,26,524997.7,56000,9.375,0,-27459.864,6185.643,-33645.507,3826.902,264.871,11.708,19.968,3298.63,26,205.725,-31286.766,CMF2
573,NMB 50,10/17/2019,0,155097.205,48415.965,11681.24,0,0,0,0,95000,0,1116303.06,1107902.582,8400.478,12067.069,1259333.196,3703.68,168.349,1255461.167,125000,10.0437,0,13890.572,8509.178,5381.394,8500.222,4556.751,0,30.818,3703.68,168.349,40.624,5390.35,NMB50
556,Sanima Equity Fund,11/16/2019,0,976120.931,769540.884,26580.047,0,0,50000,0,130000,0,294569.699,288863.063,5706.636,8580.384,1262110.246,2334.04,155.603,1259620.603,130000,9.6894,0,-33392.803,18496.291,-51889.094,10807.078,0,58.575,37.667,9834.831,655.655,220.35,-44199.881,SAEF
561,NIBL Sahabhagita Fund,11/16/2019,0,70367.413,50123.963,243.45,0,0,0,0,20000,0,130492.337,129432.695,1059.642,777.782,200081.968,1105.468,200.995,198775.505,19932.483,9.9724,0,1898.222,4217.613,-2319.391,1580.444,0,235.901,38.08,1105.468,200.995,0,317.778,NIBLSF
562,Siddhartha Investment Growth Scheme-2,11/16/2019,0,615906.102,456418.288,7226.452,0,32261.362,0,0,120000,0,572586.208,565225.483,7360.725,42.613,1188449.697,5982.945,255.493,1182211.259,120000,9.8518,0,-6871.586,10077.344,-16948.93,10917.152,3203.283,88.982,21.449,5982.945,255.493,1365,-17788.738,SIGS2
563,Siddhartha Equity Fund,11/16/2019,0,1196304.492,972004.977,17799.515,0,56500,0,0,150000,0,257695.652,251843.315,5852.337,42.626,1453957.518,11439.663,567.937,1441949.918,150000,9.613,0,-67044.922,17700.133,-84745.055,12340.789,0,69.293,28.559,11439.663,603.274,200,-79385.711,SEF
566,Nabil Balance Fund -2,11/16/2019,0,561526.437,326059.318,11496.119,0,30000,116171,0,77800,0,570921.809,543780.096,27141.713,18900.83,1113547.416,2288.111,98.63,1111160.675,112000,9.9211,0,-3180.739,22670.58,-25851.319,10156.451,0,34.951,37.874,9414.644,404.384,264.598,-13337.19,NBF2
567,NIC Asia Growth Fund,11/16/2019,0,634299.365,504252.456,9197.968,0,0,0,37348.941,83500,0,178266.943,174565.222,3701.721,5628.089,806938.219,1492.282,66.324,805379.613,83520,9.643,0,-24240.039,11916.167,-36156.206,6867.11,0,35.663,33.814,6364.319,282.859,150.455,-31107.149,NICGF
568,NIC Asia Balanced Fund,11/16/2019,0,205596.67,93290.67,1500,0,62806,0,0,48000,0,558143.669,552912.636,5231.033,2734.736,761005.603,1563.71,62.548,759379.345,75500,10.058,0,10244.75,11151.556,-906.806,5865.407,1345.661,15.594,27.273,4159.259,166.37,151.25,4379.343,NICBF
570,Citizens Mutual Fund 1,11/16/2019,0,710573.944,627902.415,231.6,0,0,82439.929,0,0,0,135652.758,100185.474,35467.284,86.358,846140.344,5526.576,247.5,840366.268,82000,10.2484,0,-33982.454,43798.949,-77781.403,5925.469,0,63.796,28.56,5526.576,247.5,59.037,-39907.923,CMF1
571,Citizens Mutual Fund 2,11/16/2019,0,413790.317,366770.317,7020,0,0,40000,0,0,0,117791.891,97543.619,20248.272,512.455,531069.753,4717.809,26,526325.944,56000,9.3987,0,-24670.236,8067.17,-32737.406,5288.251,264.871,28.054,28.56,4717.809,26,222.957,-29958.487,CMF2
574,NMB 50,11/16/2019,0,290882.949,163746.663,12136.286,0,0,0,0,115000,0,979641.436,973382.298,6259.138,5348.669,1265175.716,5984.393,272.017,1258919.306,125000,10.0714,0,19924.109,14906.733,5017.376,11041.329,4666.666,0,46.227,5984.393,272.017,72.026,8882.78,NMB50
592,Sunrise First Mutual Fund,11/16/2019,0,70000,0,20000,0,0,0,0,50000,0,840751.303,809999.8,30751.503,54753.806,855997.497,703.56,250,855043.937,86000,9.9424,0,751.503,0,751.503,5707.567,2139.763,1120.109,0,703.56,250,1494.135,-4956.064,SFMF
575,Siddhartha Investment Growth Scheme-2,12/16/2019,0,694370.547,519287.405,20321.78,0,34761.362,0,0,120000,0,520875.917,512029.697,8846.22,8477.461,1206769.003,8203.104,349.199,1198216.7,120000,9.9851,0,11468.875,11869.433,-400.558,13252.173,3203.283,102.291,29.296,8203.104,349.199,1365,-1783.298,SIGS2
576,Siddhartha Equity Fund,12/16/2019,0,1265054.582,1022185.776,33868.806,0,59000,0,0,150000,0,236943.333,230319.343,6623.99,49.747,1501948.168,14195.032,684.231,1487068.905,150000,9.9138,0,-19035.495,24509.504,-43544.999,15231.229,0,81.103,35.525,14195.032,719.569,200,-34266.724,SEF
581,NIBL Sahabhagita Fund,12/16/2019,0,68597.139,46597.139,0,0,2000,0,0,20000,0,136116.568,128397.163,7719.405,890.907,203822.8,1380.113,250.931,202191.756,19898.679,10.1611,0,6004.626,6230.934,-226.308,1934.875,0,256.464,47.367,1380.113,250.931,0,4069.751,NIBLSF
582,Sanima Equity Fund,12/16/2019,0,999476.683,787049.38,32427.303,0,0,50000,0,130000,0,292527.137,279841.545,12685.592,10649.902,1281353.918,2369.627,157.975,1278826.316,130000,9.8371,0,-11637.719,22520.93,-34158.649,13356.451,0,70.778,47.083,12204.459,813.631,220.5,-24994.17,SAEF
584,NMB 50,12/16/2019,0,409339.432,202107.93,5245.802,0,86985.7,0,0,115000,0,868493.417,856432.221,12061.196,0.087,1277832.762,8283.682,376.531,1269172.549,125000,10.1534,0,29083.275,21221.676,7861.599,13488.362,4666.666,0,61.636,8283.682,376.531,99.847,15594.913,NMB50
586,Nabil Balance Fund -2,12/16/2019,0,575115.969,335949.591,20995.378,0,10000,146171,0,62000,0,570354.655,538837.395,31517.26,9881.701,1135588.923,2333.402,98.63,1133156.891,112000,10.1175,0,21325.038,29316.199,-7991.161,12666.012,0,43.087,46.566,11748.045,503.014,325.3,8659.026,NBF2
587,NIC Asia Growth Fund,12/16/2019,0,663277.953,522132.481,20296.531,0,0,0,37348.941,83500,0,176285.07,173271.346,3013.724,7195.029,832367.994,1539.311,68.414,830760.269,83520,9.9468,0,2768.828,15705.957,-12937.129,8497.289,0,46.511,42.147,7905.515,351.356,151.76,-5728.461,NICGF
