idstatementnav,Fund_full_Name,Date,StatementOfNav,Investments,ListedSecurities,RegisteredEquities,IpoInvestment,GovernmentBonds,CorporateDebentures,OtherGovernmentSecurities,BankFixedDeposits,OtherInvestments,CurrentAssets,BankBalance,OtherCurrentAssets,CurrentLiabilities,NetAssetValueGross,FundManagementAndDepositoryFee1,FundSupervisorFee1,NetAssetValue,UnitsOutstanding,NavPerUnit,IncomeStatement,Income,RealisedIncome,UnrealisedIncome,Expenses,PreoperatingExpenses,NoticePublicationFee,AuditFee,FundManagementAndDepositaryFee2,FundSupervisorFee2,OtherExpenses,NetIncome,Ticker
724,NIC Asia Growth Fund,8/16/2020,0,744673.978,597126.342,16507.899,0,0,0,22539.737,108500,0,259118.025,243113.558,16004.467,1365.084,1002426.919,1494.028,87.884,1000845.007,83520,11.9833,0,65621.279,7062.181,58559.098,1601.518,0,10.848,8.333,1494.028,87.884,0.425,64019.761,NICGF
725,NIC Asia Balanced Fund,8/16/2020,0,595303.295,407217.704,3250.591,0,96835,0,0,88000,0,260008.769,220663.819,39344.95,1365.542,853946.522,1272.731,74.867,852598.924,75500,11.2927,0,33572.992,8557.195,25015.797,1366.727,0,10.306,8.333,1272.731,74.867,0.49,32206.265,NICBF
729,NIBL Sahabhagita Fund,8/16/2020,0,150615.596,106959.034,1143.562,0,12513,0,0,30000,0,75201.882,73867.165,1334.717,2257.144,223560.334,284.197,18.816,223257.321,21135.713,10.563,0,6937.837,4085.759,2852.078,360.715,0,47.795,9.907,284.197,18.816,0,6577.122,NIBLSF
731,Citizens Mutual Fund 1,8/16/2020,0,694070.963,563809.881,4191.7,0,0,126069.382,0,0,0,305462.474,286510.906,18951.568,13067.92,986465.517,11845.715,520,974099.802,82000,11.8793,0,17565.824,9025.353,8540.471,1320.72,0,12.371,7.43,1222.137,65,13.782,16245.104,CMF1
732,Citizens Mutual Fund 2,8/16/2020,0,484914.19,395677.83,5236.36,0,0,84000,0,0,0,160205.385,155219.754,4985.631,131.699,644987.876,6276.432,260,638451.444,56000,11.4009,0,14383.738,5467.231,8916.507,935.98,0,9.278,7.43,871.452,32.5,15.32,13447.758,CMF2
734,NMB 50,9/16/2020,0,1185868.895,872376.35,8566.126,0,117426.419,0,0,187500,0,274274.477,260053.738,14220.739,29952.973,1430190.399,4108.123,241.654,1425840.622,125000,11.4067,0,67631.897,21195.973,46435.924,4616.058,0,0,28.25,4108.123,241.654,238.031,63015.839,NMB50
735,Sanima Equity Fund,9/16/2020,0,1370334.148,1145223.476,19881.672,0,0,75229,0,130000,0,261724.509,239597.65,22126.859,2068.631,1629990.026,2353.438,207.656,1627428.932,130000,12.5187,0,149821.504,44659.875,105161.629,2776.767,0,24.406,20.717,2353.438,207.656,170.55,147044.737,SAEF
736,Siddhartha Investment Growth Scheme-2,9/16/2020,0,1170068.345,989889.771,11242.73,0,38935.844,0,0,130000,0,204894.893,184904.973,19989.92,129.836,1374833.402,3912.886,186.587,1370733.929,120000,11.4228,0,105701.486,34888.972,70812.514,4355.647,0,41.546,14.628,3912.886,186.587,200,101345.839,SIGS2
737,Siddhartha Equity Fund,9/16/2020,0,1542894.405,1319195.048,10707.357,0,62992,0,0,150000,0,184901.139,156494.732,28406.407,126.865,1727668.679,4895.213,233.412,1722540.054,150000,11.4836,0,185092.463,39933.922,145158.541,5389.4,0,46.147,14.628,4895.213,233.412,200,179703.063,SEF
738,NIC Asia Growth Fund,9/16/2020,0,826064.352,683183.635,11840.98,0,0,0,22539.737,108500,0,139200.769,129949.132,9251.637,5156.957,960108.164,1386.238,81.543,958640.383,83520,11.478,0,125293.929,9147.278,116146.651,3248.056,0,10.992,16.667,2880.279,169.428,170.69,122045.873,NICGF
739,NIC Asia Balanced Fund,9/16/2020,0,656310.488,469571.404,1904.084,0,96835,0,0,88000,0,181006.464,170686.502,10319.962,4979.687,832337.265,1201.758,70.692,831064.815,75500,11.0075,0,75347.999,10856.317,64491.682,2820.244,0,12.34,16.667,2474.3,145.547,171.39,72527.755,NICBF
742,NIBL Sahabhagita Fund,9/16/2020,0,179332.13,131145.972,673.158,0,12513,0,0,35000,0,69815.409,59480.75,10334.659,1918.004,247229.535,588.289,38.949,246602.297,22009.393,11.2044,0,21097.809,7483.452,13614.357,715.365,0,68.623,19.504,588.289,38.949,0,20382.444,NIBLSF
743,Laxmi Unnati Kosh,9/16/2020,0,18298.844,18270.716,28.128,0,0,0,0,0,0,643272.396,637233.451,6038.945,5113.756,656457.484,1037.897,0,655419.587,65262.36,10.0428,0,6902.516,0,6902.516,4106.528,3011.525,37.602,19.504,1037.897,0,0,2795.988,LUK
745,Sunrise First Mutual Fund,9/16/2020,0,720078.005,498762.285,3941.72,0,101374,0,0,116000,0,303900.934,280208.196,23692.738,5424.846,1018554.093,2905.861,250,1015398.232,86000,11.807,0,74911.455,20110.796,54800.659,3379.357,0,21.786,0,2905.861,250,201.71,71532.098,SFMF
747,Nabil Balance Fund -2,9/16/2020,0,798253.841,563239.271,5459.669,0,0,167554.901,0,62000,0,452586.165,423559.935,29026.23,29285.017,1221554.989,1763.725,129.686,1219661.578,112000,10.8898,0,76474,29937.628,46536.372,4275.984,0,0,17.385,3648.828,268.296,341.475,72198.016,NBF2
749,Citizens Mutual Fund 1,9/16/2020,0,670375.177,546673.877,701.3,0,0,123000,0,0,0,349751.261,314729.095,35022.166,13102.662,1007023.776,2406.082,110.5,1004507.194,82000,12.2501,0,49258.354,32412.593,16845.761,2605.899,0,24.742,14.628,2406.082,130,30.447,46652.455,CMF1
750,Citizens Mutual Fund 2,9/16/2020,0,481993.73,397292.43,701.3,0,0,84000,0,0,0,184197.134,170411.5,13785.634,149.392,666041.472,1643.178,55.25,664343.044,56000,11.8633,0,42313.567,19700.992,22612.575,1771.701,0,18.998,14.628,1643.178,65,29.897,40541.866,CMF2
751,Siddhartha Investment Growth Scheme-2,10/16/2020,0,1184612.542,1011494.418,4182.28,0,38935.844,0,0,130000,0,200260.084,198681.48,1578.604,6309.283,1378563.343,0,0,1378563.343,120000,11.488,0,115674.14,55848.136,59826.004,6498.884,0,90.404,21.593,5902.45,284.437,200,109175.256,SIGS2
752,Siddhartha Equity Fund,10/16/2020,0,1459542.733,1241223.525,5327.208,0,62992,0,0,150000,0,282362.482,276508.495,5853.987,7815.215,1734090,0,0,1734090,150000,11.5606,0,199348.852,93351.66,105997.192,8095.841,0,94.988,21.593,7421.615,357.645,200,191253.011,SEF
753,Sunrise First Mutual Fund,10/16/2020,0,751357.541,528998.277,2547.264,0,103812,0,0,116000,0,218826.452,202027.894,16798.558,4585.602,965598.391,0,0,965598.391,86000,11.2279,0,86786,31425.279,55360.721,4853.743,0,47.076,0,4179.517,375,252.15,81932.257,SFMF
755,NMB 50,10/16/2020,0,1301361.153,993264.87,6926.078,0,118670.205,0,0,182500,0,85907.932,79746.739,6161.193,8873.391,1378395.694,6028.023,354.589,1372013.082,125000,10.9761,0,78301.565,23094.686,55206.879,6678.347,0,0,42.375,6028.023,354.589,253.36,71623.218,NMB50
758,NIBL Sahabhagita Fund,10/16/2020,0,204635.62,144277.22,10407.4,0,14951,0,0,35000,0,48025.021,45434.703,2590.318,3050.7,249609.941,879.44,58.225,248672.276,22046.806,11.2793,0,23100.714,12917.308,10183.406,1070.306,0,103.849,28.792,879.44,58.225,0,22030.408,NIBLSF
760,Nabil Balance Fund -2,10/16/2020,0,808536.683,577680.763,425.37,0,0,168430.55,0,62000,0,438194.054,424086.82,14107.234,7513.895,1239216.842,1731.509,127.317,1237358.016,112000,11.0478,0,96159.29,43449.495,52709.795,6264.837,0,25.935,30.423,5380.337,395.613,432.529,89894.453,NBF2
761,Laxmi Unnati Kosh,10/16/2020,0,181853.05,136631.882,713.168,0,0,19508,0,25000,0,484634.093,484358.289,275.804,8425.332,658061.811,1952.232,0,656109.579,65262.36,10.0534,0,8551.254,4909.494,3641.76,5065.273,3011.525,45.693,21.523,1952.232,34.3,0,3485.981,LUK
764,Sanima Equity Fund,10/16/2020,0,1406425.865,1195101.953,6094.912,0,0,75229,0,130000,0,259493.539,205240.483,54253.056,12719.132,1653200.272,2309.951,203.819,1650686.502,130000,12.6976,0,178145.937,52801.812,125344.125,7671.426,0,36.609,31.075,6775.251,597.816,230.675,170474.511,SAEF
765,NIC Asia Growth Fund,10/16/2020,0,841347.231,705851.358,4456.136,0,0,0,22539.737,108500,0,144475.141,125990.122,18485.019,3844.357,981978.015,1438.251,84.603,980455.161,83520,11.7392,0,148657.833,18028.065,130629.768,4797.179,0,28.748,25,4318.53,254.031,170.87,143860.654,NICGF
766,NIC Asia Balanced Fund,10/16/2020,0,673962.222,488218.077,909.145,0,96835,0,0,88000,0,175935.144,155412.357,20522.787,3006.849,846890.517,1216.995,71.588,845601.934,75500,11.2,0,91693.016,14406.939,77286.077,4134.783,0,29.798,25,3691.295,217.135,171.555,87558.233,NICBF
767,Citizens Mutual Fund 1,10/16/2020,0,627089.172,546387.872,701.3,0,0,80000,0,0,0,296452.624,251956.972,44495.652,23871.168,899670.628,4060.914,165.75,895443.964,82000,10.92,0,65010.446,40228.194,24782.252,4421.437,0,37.213,21.594,4122.755,195,44.875,60589.009,CMF1
768,Citizens Mutual Fund 2,10/16/2020,0,437803.995,397102.695,701.3,0,0,40000,0,0,0,186049.467,166147.632,19901.835,5452.149,618401.313,2688.913,82.875,615629.525,56000,10.9934,0,50757.14,24729.319,26027.821,2928.795,0,35.811,21.594,2729.86,97.5,44.03,47828.345,CMF2
770,NMB 50,11/15/2020,0,1393339.118,1098895.174,7303.73,0,124640.214,0,0,162500,0,77837.492,42538.789,35298.703,3226.9,1467949.71,2051.107,120.653,1465777.95,125000,11.7262,0,174136.452,40650.667,133485.785,8762.499,0,0,56.5,7969.232,468.778,267.989,165373.953,NMB50
773,NIBL Sahabhagita Fund,11/15/2020,0,195430.658,134850.612,10629.046,0,14951,0,0,35000,0,77483.901,62794.483,14689.418,6743.058,266171.501,317.218,21.002,265833.281,22313.592,11.9135,0,37506.696,20486.672,17020.024,1442.717,0,128.753,38.079,1196.658,79.227,0,36063.979,NIBLSF
774,Siddhartha Investment Growth Scheme-2,11/15/2020,0,1034391.818,861705.618,3750.356,0,38935.844,0,0,130000,0,430952.494,355310.28,75642.214,42.957,1465301.355,2047.407,92.956,1463160.992,120000,12.193,0,202432.986,111903.916,90529.07,8660.084,0,104.274,28.559,7949.858,377.393,200,193772.902,SIGS2
775,Siddhartha Equity Fund,11/15/2020,0,1334243.676,1116263.24,4988.436,0,62992,0,0,150000,0,510783.255,424757.504,86025.751,43.057,1844983.874,2577.922,117.043,1842288.909,150000,12.2819,0,310260.174,148155.483,162104.691,10808.255,0,105.47,28.559,9999.538,474.688,200,299451.919,SEF
776,Sanima Equity Fund,11/15/2020,0,1449674.635,1238021.061,6424.574,0,0,75229,0,130000,0,245648.716,182592.324,63056.392,26693.43,1668629.921,2331.51,205.721,1666092.69,130000,12.8161,0,287081.256,80247.967,206833.289,10372.761,0,48.812,41.433,9236.698,815.003,230.815,276708.495,SAEF
777,Sunrise First Mutual Fund,11/15/2020,0,782671.471,571014.435,1845.036,0,103812,0,0,106000,0,239030.98,212657.397,26373.583,3380.166,1018322.285,1422.861,125,1016774.424,86000,11.823,0,139522.132,48731.172,90790.96,6413.843,0,59.009,0,5602.379,500,252.455,133108.289,SFMF
778,NIC Asia Growth Fund,11/15/2020,0,847672.812,719012.063,2621.012,0,0,0,22539.737,103500,0,195896.914,164129.057,31767.857,7038.992,1036530.734,1448.304,85.194,1034997.236,83520,12.3922,0,204823.218,35537.868,169285.35,6420.489,0,28.748,33.333,5766.833,339.225,252.35,198402.729,NICGF
779,NIC Asia Balanced Fund,11/15/2020,0,693620.286,497146.366,1638.92,0,96835,0,0,98000,0,201605.186,160143.624,41461.562,6602.389,888623.083,1241.638,73.038,887308.407,75500,11.7524,0,134310.614,27977.878,106332.736,5539.267,0,29.798,33.333,4932.933,290.173,253.03,128771.347,NICBF
780,Laxmi Unnati Kosh,11/15/2020,0,238092.981,192493.284,1091.697,0,0,19508,0,25000,0,452436.127,447020.467,5415.66,19452.621,671076.487,933.636,0,670142.851,65262.36,10.2684,0,23553.59,7082.402,16471.188,6034.34,3011.525,71.034,31.613,2885.868,34.3,0,17519.25,LUK
784,Nabil Balance Fund -2,11/15/2020,0,902743.779,670645.168,516.429,0,0,169582.182,0,62000,0,395951.757,378360.778,17590.979,235.555,1298459.981,1814.286,133.403,1296512.292,112000,11.576,0,156997.676,49207.654,107790.022,7948.948,0,25.935,39.115,7147.249,233.403,503.246,149048.728,NBF2
785,Citizens Mutual Fund 1,11/15/2020,0,651172.737,527487.437,685.3,0,0,123000,0,0,0,303116.048,265334.985,37781.063,22695.883,931592.902,1145.754,55.25,930391.898,82000,11.3462,0,101217.617,57730.13,43487.487,5680.622,0,64.511,28.56,5268.509,260,59.042,95536.995,CMF1
786,Citizens Mutual Fund 2,11/15/2020,0,485471.968,400786.668,685.3,0,0,84000,0,0,0,161544.725,145068.46,16476.265,5213.06,641803.633,782.466,27.625,640993.542,56000,11.4463,0,76961.886,39142.316,37819.57,3769.525,0,40.467,28.56,3512.326,130,58.172,73192.361,CMF2
788,NMB 50,12/15/2020,0,1500933.453,1193710.394,20361.179,0,124361.88,0,0,162500,0,185017.776,177789.018,7228.758,167.581,1685783.648,4403.551,259.032,1681121.065,125000,13.449,0,391980.965,92576.452,299404.513,11278.021,0,0,70.625,10321.676,607.157,278.563,380702.944,NMB50
789,Siddhartha Investment Growth Scheme-2,12/15/2020,0,1256231.808,1052369.329,14926.635,0,38935.844,0,0,150000,0,502442.823,498988.353,3454.47,114742.453,1643932.178,4341.417,186.211,1639404.55,120000,13.6617,0,381082.081,158854.85,222227.231,11065.621,0,115.58,35.525,10243.868,470.648,200,370016.46,SIGS2
790,Siddhartha Equity Fund,12/15/2020,0,1510915.212,1251792.875,16130.337,0,62992,0,0,180000,0,658436.516,653246.522,5189.994,111289.161,2058062.567,5449.806,233.788,2052378.973,150000,13.6825,0,523356.165,222708.942,300647.223,13814.182,0,115.802,35.525,12871.421,591.434,200,509541.983,SEF
791,NIC Asia Growth Fund,12/15/2020,0,897595.917,762478.77,9077.41,0,0,0,22539.737,103500,0,258378.95,255255.568,3123.382,2346.267,1153628.6,1611.92,94.819,1151921.861,83520,13.7922,0,323488.772,63428.411,260060.361,8161.418,0,52.614,41.667,7378.753,434.044,254.34,315327.354,NICGF
792,NIC Asia Balanced Fund,12/15/2020,0,735250.811,533526.671,6889.14,0,96835,0,0,98000,0,252333.644,246435.287,5898.357,1746.643,985837.812,1377.472,81.028,984379.312,75500,13.0381,0,232874.203,48312.32,184561.883,7031.951,0,53.594,41.667,6310.405,371.2,255.085,225842.252,NICBF
795,NIBL Sahabhagita Fund,12/15/2020,0,226856.613,149013.175,20892.438,0,14951,0,0,42000,0,78774.982,60282.953,18492.029,1006.106,304625.489,679.861,45.012,303900.616,22912.873,13.2633,0,68473.325,33542.456,34930.869,1864.187,0,154.281,47.367,1559.302,103.237,0,66609.138,NIBLSF
796,Sanima Equity Fund,12/15/2020,0,1621568.948,1386319.403,30020.545,0,0,75229,0,130000,0,339058.628,327151.242,11907.386,24499.118,1936128.458,2705.275,238.701,1933184.482,130000,14.8706,0,557151.109,139596.727,417554.382,13350.821,0,71.897,51.792,11941.973,1053.704,231.455,543800.288,SAEF
797,Laxmi Unnati Kosh,12/15/2020,0,372993.672,326109.671,2376.001,0,0,19508,0,25000,0,366983.355,347657.035,19326.32,21386.674,718590.353,1002.656,0,717587.697,65262.36,10.9954,0,72071.758,13773.574,58298.184,7107.661,3011.525,94.585,41.702,3891.249,68.6,0,64964.097,LUK
799,Sunrise First Mutual Fund,12/15/2020,0,783111.253,553885.841,9413.412,0,103812,0,0,116000,0,378876.761,343283.612,35593.149,24138.865,1137849.149,3010.571,250,1134588.578,86000,13.1929,0,259049.292,128399.224,130650.068,8126.847,0,59.009,0,7190.088,625,252.75,250922.445,SFMF
802,Nabil Balance Fund -2,12/15/2020,0,1080182.704,843415.283,5162.591,0,0,169604.83,0,62000,0,402376.875,309218.71,93158.165,63334.695,1419224.884,1983.026,145.811,1417096.047,112000,12.6526,0,282294.547,130630.217,151664.33,10162.063,0,40.818,47.808,9130.275,379.214,563.948,272132.484,NBF2
803,Citizens Mutual Fund 1,12/15/2020,0,567828.63,442779.73,2048.9,0,0,123000,0,0,0,440038.993,377959.385,62079.608,22696.022,985171.601,2291.507,110.5,982769.594,82000,11.985,0,154839.442,94341.063,60498.379,6924.494,0,76.44,35.525,6414.262,325,73.267,147914.948,CMF1
804,Citizens Mutual Fund 2,12/15/2020,0,421871.762,335822.862,2048.9,0,0,84000,0,0,0,277615.402,243494.35,34121.052,5342.263,694144.901,1564.932,55.25,692524.719,56000,12.3665,0,129351.562,68292.785,61058.777,4628.027,0,62.865,35.525,4294.792,162.5,72.345,124723.535,CMF2
806,NMB 50,1/13/2021,0,1658606.38,1242763.05,125799.764,0,127543.566,0,0,162500,0,197969.703,187790.622,10179.081,18507.18,1838068.903,6879.906,404.7,1830784.297,125000,14.6463,0,544456.043,124826.36,419629.683,14019.243,0,0,169.5,12798.031,752.825,298.887,530436.8,NMB50
807,Sanima Equity Fund,1/13/2021,0,1869426.603,1457234.756,206962.847,0,0,75229,0,130000,0,271239.009,250223.522,21015.487,10609.532,2130056.08,2877.035,253.856,2126925.189,130000,16.361,0,754046.196,156127.656,597918.54,16505.2,0,84.1,62.15,14819.008,1307.56,232.382,737540.996,SAEF
808,Siddhartha Investment Growth Scheme-2,1/13/2021,0,1629589.119,1329357.319,111295.956,0,38935.844,0,0,150000,0,169026.195,167241.644,1784.551,10666.265,1787949.049,0,0,1787949.049,120000,14.8996,0,531906.516,167227.188,364679.328,13345.555,0,150.24,42.258,12395.879,557.178,200,518560.961,SIGS2
809,Siddhartha Equity Fund,1/13/2021,0,1907516.87,1538563.127,125961.743,0,62992,0,0,180000,0,332271.658,329449.879,2821.779,28229.475,2211559.053,0,0,2211559.053,150000,14.7437,0,685370.325,235071.711,450298.614,16648.26,0,149.27,42.258,15557.364,699.368,200,668722.065,SEF
810,NIC Asia Growth Fund,1/13/2021,0,1076814.072,867055.884,86258.188,0,0,0,20000,103500,0,176265.673,170804.618,5461.055,7743.916,1245335.829,1484.167,197.889,1243653.773,83520,14.8905,0,416932.033,67990.505,348941.528,9971.715,0,63.462,50,9060.809,532.989,264.455,406960.318,NICGF
811,NIC Asia Balanced Fund,1/13/2021,0,877373.624,624711.447,67827.177,0,96835,0,0,88000,0,180943.523,173845.937,7097.586,8825.838,1049491.309,1417.532,83.384,1047990.393,75500,13.8807,0,299950.138,51721.401,248228.737,8563.499,0,65.797,50,7727.937,454.585,265.18,291386.639,NICBF
814,NIBL Sahabhagita Fund,1/13/2021,0,236066.147,148259.796,28855.351,0,16951,0,0,42000,0,100016.675,88451.693,11564.982,10878.696,325204.126,998.418,76.017,324129.691,23227.058,13.9548,0,85005.04,48559.495,36445.545,2247.004,0,178.559,56.345,1877.858,134.242,0,82758.036,NIBLSF
815,Laxmi Unnati Kosh,1/13/2021,0,483113.706,419129.365,14507.341,0,0,24477,0,25000,0,295884.418,251634.962,44249.456,5856.683,773141.441,0,0,773141.441,65262.36,11.8467,0,128598.64,28334.427,100264.213,8080.798,3011.525,116.89,51.455,4832.328,68.6,0,120517.842,LUK
818,Nabil Balance Fund -2,1/13/2021,0,1325172.211,1067974.762,22560.298,0,0,172637.151,0,62000,0,248797.886,209956.481,38841.405,27341.903,1546628.194,2089.008,153.603,1544385.583,112000,13.7892,0,411908.495,160108.725,251799.77,12486.476,0,40.818,58.052,11219.283,532.818,635.505,399422.019,NBF2
819,Sunrise First Mutual Fund,1/13/2021,0,984132.044,631961.467,96358.577,0,105812,0,0,150000,0,234366.198,216484.542,17881.656,7202.028,1211296.214,0,0,1211296.214,86000,14.0848,0,337524.561,148426.497,189098.064,9894.48,0,82.874,0,8808.536,750,253.07,327630.081,SFMF
821,Citizens Mutual Fund 1,1/13/2021,0,605776.671,460590.271,22186.4,0,0,123000,0,0,0,418052.074,401564.362,16487.712,7090.332,1016738.413,4002.557,165.75,1012570.106,82000,12.3484,0,186510.209,106270.637,80239.572,8794.286,0,88.369,42.259,8186.265,390,87.393,177715.923,CMF1
822,Citizens Mutual Fund 2,1/13/2021,0,447286.553,348372.953,14913.6,0,0,84000,0,0,0,276728.588,271947.222,4781.366,885.393,723129.748,2792.061,82.875,720254.812,56000,12.8617,0,158413.983,79974.974,78439.009,5960.356,0,72.585,42.259,5564.44,195,86.072,152453.627,CMF2
824,NMB 50,2/12/2021,0,1736285.676,1347268.458,102866.435,0,123650.783,0,0,162500,0,269556.039,266963.279,2592.76,472.606,2005369.109,2802.022,164.824,2002402.263,125000,16.0192,0,718842.713,205100.513,513742.2,16787.947,0,0,169.5,15403.272,906.074,309.101,702054.766,NMB50
825,Siddhartha Investment Growth Scheme-2,2/12/2021,0,1580183.715,1281616.024,109631.847,0,38935.844,0,0,150000,0,372735.06,357107.887,15627.173,64.403,1952854.372,2728.645,94.009,1950031.718,120000,16.2503,0,696831.102,238496.512,458334.59,16187.474,0,162.537,49.224,15124.525,651.188,200,680643.628,SIGS2
826,Siddhartha Equity Fund,2/12/2021,0,1861634.935,1490658.459,127984.476,0,62992,0,0,180000,0,547894.125,538478.053,9416.072,64.437,2409464.623,3366.649,115.99,2405981.984,150000,16.0399,0,883293.731,326429.257,556864.474,20148.735,0,160.138,49.224,18924.014,815.359,200,863144.996,SEF
828,Nabil Balance Fund -2,2/12/2021,0,1494018.652,1252841.676,8564.774,0,0,170612.202,0,62000,0,172125.727,136960.752,35164.975,341.547,1665802.832,2327.561,171.144,1663304.127,112000,14.8509,0,533131.642,198354.993,334776.649,14791.077,0,69.803,67.365,13472.788,331.144,849.977,518340.565,NBF2
831,NIBL Sahabhagita Fund,2/12/2021,0,319197.74,208539.323,29161.417,0,24497,0,0,57000,0,173019.766,165218.158,7801.608,32453.679,459763.827,547.938,36.277,459179.612,30936.14,14.8428,0,109307.325,70065.024,39242.301,2860.642,0,208.609,65.633,2425.796,160.604,0,106446.683,NIBLSF
832,NIC Asia Growth Fund,2/12/2021,0,1180125.67,989169.755,87455.915,0,0,0,20000,83500,0,184878.37,183215.049,1663.321,877.589,1364126.451,1906.04,112.12,1362108.291,83520,16.3088,0,537316.37,105194.866,432121.504,11802.587,0,74.852,58.333,10771.103,633.594,264.705,525513.783,NICGF
833,NIC Asia Balanced Fund,2/12/2021,0,967944.962,706469.928,66640.034,0,96835,0,0,98000,0,166802.184,162876.162,3926.022,2423.018,1132324.128,1582.151,93.068,1130648.909,75500,14.9755,0,384186.127,89476.309,294709.818,10100.996,0,78,58.333,9160.391,538.847,265.425,374085.131,NICBF
834,Laxmi Unnati Kosh,2/12/2021,0,517598.799,453129.587,14992.212,0,0,24477,0,25000,0,331903.99,318628.395,13275.595,29462.697,820040.092,1144.21,0,818895.882,65262.36,12.5478,0,175567.863,55285.029,120282.834,9295.58,3011.525,143.072,61.544,5976.539,102.9,0,166272.283,LUK
836,Sunrise First Mutual Fund,2/12/2021,0,1063005.242,733066.49,64149.752,0,125789,0,0,140000,0,233507.445,174538.01,58969.435,92.103,1296420.584,1811.437,125,1294484.147,86000,15.0521,0,422649.166,187244.003,235405.163,11831.153,0,82.874,0,10619.974,875,253.305,410818.013,SFMF
838,Sanima Equity Fund,2/12/2021,0,2074634.304,1628549.004,180856.3,0,0,75229,0,190000,0,236741.496,226429.842,10311.654,15871.355,2295504.445,3207.417,283.007,2292014.021,130000,17.6309,0,922299.164,192158.612,730140.552,19669.336,0,96.303,70.625,17707.426,1562.42,232.562,902629.828,SAEF
839,Citizens Mutual Fund 1,2/12/2021,0,748616.733,602716.333,22900.4,0,0,123000,0,0,0,307531.579,296025.734,11505.845,8553.21,1047595.102,1145.754,55.25,1046394.098,82000,12.7609,0,221577.536,113782.465,107795.071,10038.134,0,100.298,49.225,9332.018,455,101.593,211539.402,CMF1
840,Citizens Mutual Fund 2,2/12/2021,0,570703.468,471430.068,15273.4,0,0,84000,0,0,0,193992.208,192731.479,1260.729,7430.585,757265.091,782.466,27.625,756455,56000,13.5081,0,195459.484,86634.547,108824.937,6805.668,0,81.863,49.225,6346.906,227.5,100.174,188653.816,CMF2
841,Sanima Large Cap Fund,2/12/2021,0,76661.171,66552.071,109.1,0,0,0,0,10000,0,1128785.597,612532.586,516253.011,8953.379,1196493.389,445.817,26.225,1196021.347,120000,9.9668,0,1752.984,0,1752.984,5731.637,0,93.412,5.136,445.817,26.225,5161.047,-3978.653,SLCF
870,NIC Asia Debt Fund,2/12/2021,0,138548.142,68285.552,7627,0,0,32635.59,0,30000,0,378681.355,346425.205,32256.15,4029.586,513199.911,23.902,1.406,513174.603,50000,10.2635,0,15969.018,3100.886,12868.132,2794.411,1079.131,21.749,30,1571.052,92.414,0.065,13174.607,NADDF
842,Sunrise First Mutual Fund,3/13/2021,0,1049117.939,750214.795,33114.144,0,125789,0,0,140000,0,441625.25,376268.954,65356.296,20021.749,1470721.44,3795.303,250,1466676.137,86000,17.0544,0,596950.247,338824.342,258125.905,13940.244,0,82.874,0,12603.84,1000,253.53,583010.003,SFMF
844,NMB 50,3/13/2021,0,1613576.452,1251849.614,75274.565,0,123952.273,0,0,162500,0,438640.516,420629.858,18010.658,334.831,2051882.137,5569.461,327.615,2045985.061,125000,16.3679,0,765365.804,337042.334,428323.47,19728.241,0,0,169.5,18170.711,1068.865,319.165,745637.563,NMB50
845,Siddhartha Investment Growth Scheme-2,3/13/2021,0,1383955.753,1204667.126,50352.783,0,38935.844,0,0,90000,0,582111.013,573271.63,8839.383,71.307,1965995.459,5380.273,188.233,1960426.953,120000,16.3369,0,709990.652,338005.095,371985.557,18951.789,0,174.266,55.958,17776.153,745.412,200,691038.863,SIGS2
846,Siddhartha Equity Fund,3/13/2021,0,1682781.502,1409408.149,80381.353,0,62992,0,0,130000,0,732978.441,721539.364,11439.077,71.323,2415688.62,6624.779,231.766,2408832.075,150000,16.0589,0,889534.823,419869.342,469665.481,23539.737,0,170.5,55.958,22182.144,931.135,200,865995.086,SEF
